ORTHOLOG_SET	MIN_PERCENT_ID	MAX_PERCENT_ID	AVG_PERCENT_ID	STD_DEV	NUM_PRODIGAL_STARTS	NUM_CORRECTIONS
G3_D1_1763	45.37	100.0	72.52	20.61	5	0
G3_D1_1762	56.13	100.0	74.72	14.85	5	0
G3_D1_1761	75.92	100.0	86.85	8.96	5	0
G3_D1_1780	60.0	100.0	77.86	15.66	0	5
G3_D2_2201	86.78	100.0	93.47	4.22	5	0
G3_D2_2200	67.53	100.0	82.64	11.21	5	0
G3_D1_1773	55.17	100.0	77.31	17.18	5	0
G3_D1_1772	58.6	100.0	75.45	16.03	5	0
G3_D1_1774	66.05	100.0	81.41	12.54	0	5
G3_D1_0620	86.41	100.0	92.98	5.03	5	0
G3_D2_1235	89.58	100.0	94.51	3.63	5	0
G3_D2_0993	19.35	100.0	55.67	31.63	0	5
G3_D2_1234	66.24	100.0	78.99	12.86	0	5
G3_D2_1237	75.95	100.0	90.17	6.91	5	0
G3_D2_1236	88.08	100.0	92.99	4.68	5	0
G3_D1_0624	85.87	100.0	90.87	5.83	5	0
G3_D2_1239	87.01	100.0	95.01	4.92	5	0
G3_D1_0623	85.54	100.0	93.36	5.21	4	1
G3_D2_1238	91.36	100.0	95.27	3.31	5	0
G3_D1_0622	84.35	100.0	91.37	5.85	5	0
G3_D1_0621	66.67	100.0	82.84	11.99	5	0
G3_D2_0999	54.78	100.0	72.59	16.64	4	1
G3_D1_0628	77.7	100.0	89.03	7.42	5	0
G3_D1_0627	85.71	100.0	94.97	5.1	5	0
G3_D1_0626	76.17	100.0	85.45	9.26	5	0
G3_D1_0625	85.55	100.0	91.8	5.47	3	2
G3_D1_0629	80.0	100.0	89.13	7.5	5	0
G3_D1_0218	30.53	100.0	71.09	28.48	5	0
G3_D2_1240	81.43	100.0	91.28	5.55	4	1
G3_D2_1241	35.51	100.0	78.29	16.92	4	1
G3_D2_1242	66.86	100.0	80.73	11.82	4	1
G3_D2_1243	78.64	100.0	89.81	7.82	2	3
G3_D2_1244	80.96	100.0	89.45	7.22	5	0
G3_D2_1247	32.08	100.0	64.48	31.28	0	5
G3_D2_0981	77.18	100.0	85.88	9.84	0	5
G3_D2_1246	69.23	100.0	83.43	11.46	5	0
G3_D2_1245	83.55	100.0	90.77	5.26	5	0
G3_D1_0611	49.24	100.0	73.75	18.67	5	0
G3_D2_0987	75.2	100.0	85.81	9.22	5	0
G3_D1_0610	80.36	100.0	89.46	7.16	5	0
G3_D1_0612	84.65	100.0	91.72	5.5	5	0
G3_D2_1249	53.1	100.0	75.46	21.39	0	5
G3_D1_0615	80.59	100.0	88.93	7.41	5	0
G3_D1_0614	75.0	100.0	89.35	9.88	4	1
G3_D2_0989	58.37	100.0	76.26	15.34	0	5
G3_D1_0616	80.43	100.0	88.43	7.16	5	0
G3_D1_0619	75.43	100.0	83.83	10.23	5	0
G3_D1_0618	64.61	100.0	81.3	12.64	5	0
G3_D1_0221	85.23	100.0	91.83	5.39	5	0
G3_D1_0223	47.64	100.0	78.94	21.18	0	5
G3_D1_0227	52.04	100.0	73.1	17.49	3	2
G3_D1_0228	40.05	100.0	71.0	22.25	5	0
G3_D1_0229	36.99	100.0	80.87	14.36	5	0
G3_D2_1250	68.7	100.0	85.28	11.8	4	1
G3_D2_1251	46.32	100.0	72.18	19.69	5	0
G3_D2_0991	45.32	100.0	67.4	20.18	5	0
G3_D2_1254	69.25	100.0	84.5	11.62	5	0
G3_D2_0990	80.91	100.0	89.34	7.17	5	0
G3_D2_1255	39.39	100.0	62.63	21.8	5	0
G3_D2_1253	77.09	100.0	88.11	8.75	0	5
G3_D2_0129	84.58	100.0	92.92	5.32	5	0
G3_D1_0602	77.87	100.0	88.04	7.58	3	2
G3_D1_0601	68.82	100.0	80.35	11.98	5	0
G3_D2_0127	82.1	100.0	90.66	6.67	4	1
G3_D1_0600	65.72	100.0	79.26	13.05	0	5
G3_D2_0128	73.84	100.0	88.19	8.83	5	0
G3_D1_1696	58.62	100.0	75.59	15.38	0	5
G3_D2_0125	73.88	100.0	88.54	9.63	5	0
G3_D2_1257	69.09	100.0	82.39	11.75	0	5
G3_D2_0126	80.48	100.0	87.83	7.81	5	0
G3_D2_1256	73.37	100.0	86.24	9.58	5	0
G3_D1_1699	78.36	100.0	87.36	8.37	5	0
G3_D2_1259	72.72	100.0	82.54	10.49	5	0
G3_D2_1258	51.8	100.0	75.07	17.19	5	0
G3_D1_0609	66.17	100.0	79.77	13.25	5	0
G3_D1_0608	69.33	100.0	81.33	12.05	5	0
G3_D1_0607	82.73	100.0	89.24	7.11	5	0
G3_D1_0606	62.71	100.0	77.97	15.4	5	0
G3_D1_0605	53.52	100.0	72.28	18.21	5	0
G3_D1_0604	57.94	100.0	78.06	15.48	5	0
G3_D1_0603	68.3	100.0	80.96	12.17	0	5
G3_D2_0133	78.97	100.0	88.12	7.44	5	0
G3_D2_1263	86.08	100.0	93.44	5.44	5	0
G3_D2_0132	78.44	100.0	90.61	7.65	5	0
G3_D2_1264	78.85	100.0	88.77	8.12	5	0
G3_D2_0131	45.84	100.0	67.68	20.09	0	5
G3_D2_1265	85.32	100.0	93.52	5.25	5	0
G3_D2_0130	73.6	100.0	85.35	10.02	5	0
G3_D2_1266	82.12	100.0	90.6	6.47	0	5
G3_D2_1260	72.19	100.0	85.94	9.95	5	0
G3_D2_1262	75.17	100.0	86.72	8.81	5	0
G3_D2_0138	81.96	100.0	90.58	6.91	3	2
G3_D2_0139	78.11	100.0	88.85	7.44	5	0
G3_D1_1685	63.79	100.0	78.33	13.87	5	0
G3_D1_1687	77.27	100.0	87.87	8.49	5	0
G3_D2_0134	76.53	100.0	84.71	9.03	5	0
G3_D1_1688	57.93	100.0	73.17	15.09	0	5
G3_D2_0135	91.93	100.0	96.16	2.67	5	0
G3_D2_1269	88.71	100.0	94.41	4.21	5	0
G3_D2_0136	65.79	100.0	80.25	12.4	3	2
G3_D2_1268	67.04	100.0	79.03	12.38	4	1
G3_D2_0137	80.4	100.0	89.29	7.74	5	0
G3_D2_1267	83.33	100.0	89.26	6.6	5	0
G3_D2_0142	84.66	100.0	92.85	6.02	0	5
G3_D2_1276	75.0	100.0	86.48	9.0	5	0
G3_D2_0141	87.62	100.0	93.41	4.27	5	0
G3_D2_1277	76.47	100.0	86.9	8.82	5	0
G3_D2_0144	52.11	100.0	69.75	17.67	5	0
G3_D2_1274	76.41	100.0	86.58	7.99	4	1
G3_D2_0143	73.57	100.0	85.32	9.57	5	0
G3_D2_1275	74.9	100.0	87.23	8.91	5	0
G3_D2_1273	79.39	100.0	91.16	6.95	5	0
G3_D2_0140	84.01	100.0	92.23	5.79	5	0
G3_D1_1694	63.64	100.0	80.33	13.53	5	0
G3_D2_1271	75.43	100.0	87.27	8.78	5	0
G3_D2_0957	82.33	100.0	90.44	6.46	5	0
G3_D2_0956	45.83	100.0	70.12	21.23	5	0
G3_D2_0959	87.47	100.0	93.35	4.6	5	0
G3_D2_0958	82.02	100.0	89.35	6.93	0	5
G3_D2_1278	77.35	100.0	87.76	8.41	5	0
G3_D2_1279	85.11	100.0	92.14	5.55	5	0
G3_D2_0951	57.27	100.0	77.21	15.1	0	5
G3_D2_0950	84.54	100.0	92.15	5.79	5	0
G3_D2_0953	71.29	100.0	83.92	10.44	5	0
G3_D2_0952	76.58	100.0	84.36	9.21	5	0
G3_D2_0955	88.96	100.0	94.06	3.86	5	0
G3_D2_0954	68.35	100.0	84.18	11.12	5	0
G3_D2_1282	45.52	100.0	77.19	22.14	0	5
G3_D2_1281	77.9	100.0	86.3	8.48	5	0
G3_D2_1284	89.76	100.0	94.95	3.55	5	0
G3_D2_1283	90.48	100.0	95.39	3.47	5	0
G3_D2_1286	58.82	100.0	77.85	15.89	4	1
G3_D2_1285	79.16	100.0	88.87	7.62	5	0
G3_D2_1288	80.04	100.0	89.7	7.45	5	0
G3_D2_1287	78.18	100.0	86.83	8.43	0	5
G3_D2_1280	77.49	100.0	88.51	8.03	5	0
G3_D2_0948	63.2	100.0	77.57	13.67	5	0
G3_D2_0946	81.41	100.0	90.1	6.85	5	0
G3_D2_0945	85.71	100.0	92.95	5.19	5	0
G3_D2_0949	81.61	100.0	90.96	6.71	5	0
G3_D2_1289	71.72	100.0	87.16	8.87	4	1
G3_D2_0944	65.57	100.0	78.3	13.79	0	5
G3_D2_0943	74.81	100.0	85.9	9.54	5	0
G3_D2_0942	57.82	100.0	73.91	16.34	2	3
G3_D2_1295	89.59	100.0	95.03	3.48	5	0
G3_D2_1294	59.46	100.0	75.34	14.66	5	0
G3_D2_1293	61.85	100.0	85.13	10.61	5	0
G3_D2_1292	74.81	100.0	85.96	9.54	5	0
G3_D2_1299	75.44	100.0	86.05	9.5	5	0
G3_D2_1298	84.13	100.0	91.0	5.77	5	0
G3_D2_1297	36.28	100.0	67.76	21.3	5	0
G3_D2_1296	91.32	100.0	95.63	3.04	5	0
G3_D2_1291	79.5	100.0	88.28	7.9	5	0
G3_D2_1290	90.0	100.0	94.8	3.74	5	0
G3_D2_0979	75.92	100.0	86.36	8.47	5	0
G3_D2_0978	67.0	100.0	84.32	10.17	0	5
G3_D2_0974	85.4	100.0	91.9	5.32	5	0
G3_D2_0977	70.69	100.0	83.05	11.42	3	2
G3_D2_0976	42.97	100.0	68.94	20.22	5	0
G3_D2_0970	63.25	100.0	78.86	14.37	4	1
G3_D2_0972	52.22	100.0	74.34	17.7	5	0
G3_D1_1318	83.58	100.0	89.73	6.48	5	0
G3_D1_1319	62.24	100.0	77.34	14.37	5	0
G3_D2_0980	56.08	100.0	81.28	16.36	3	2
G3_D1_1317	65.21	100.0	78.65	13.33	4	1
G3_D2_0969	72.68	100.0	85.72	10.58	5	0
G3_D2_0968	71.15	100.0	83.33	10.46	5	0
G3_D2_0967	76.66	100.0	86.26	9.52	3	2
G3_D2_0966	38.71	100.0	73.89	15.83	3	2
G3_D2_0965	85.98	100.0	93.27	4.51	5	0
G3_D2_0963	79.17	100.0	88.56	7.71	5	0
G3_D2_0962	51.97	100.0	77.97	16.73	5	0
G3_D2_0961	68.85	100.0	84.57	12.18	5	0
G3_D2_0960	84.64	100.0	92.71	5.5	5	0
G3_D2_1676	48.09	100.0	78.85	20.26	4	1
G3_D2_1674	86.91	100.0	92.64	4.93	5	0
G3_D2_1675	75.11	100.0	86.84	8.83	5	0
G3_D2_1678	77.87	100.0	87.71	8.6	5	0
G3_D2_0194	71.88	100.0	84.8	10.3	5	0
G3_D2_0197	16.02	100.0	44.96	33.12	5	0
G3_D2_0196	71.74	100.0	85.89	10.24	5	0
G3_D2_0199	70.47	100.0	86.03	9.71	5	0
G3_D2_0198	61.19	100.0	80.5	14.63	5	0
G3_D2_1684	86.97	100.0	92.96	4.73	5	0
G3_D2_1683	83.18	100.0	93.42	6.52	5	0
G3_D2_1682	67.5	100.0	81.44	12.55	0	5
G3_D2_1685	71.37	100.0	83.53	11.12	5	0
G3_D2_1686	75.83	100.0	88.86	7.97	5	0
G3_D2_1687	77.06	100.0	86.86	8.79	3	2
G3_D2_1688	71.11	100.0	84.23	9.88	5	0
G3_D2_1689	64.37	100.0	79.26	13.14	0	5
G3_D2_0517	53.99	100.0	78.96	16.73	0	5
G3_D1_0697	80.17	100.0	89.39	6.87	5	0
G3_D1_0694	85.12	100.0	90.77	5.76	4	1
G3_D1_0699	69.25	100.0	81.97	11.69	3	2
G3_D1_0698	68.28	100.0	82.9	11.94	0	5
G3_D2_0900	26.19	100.0	50.06	27.33	5	0
G3_D2_1691	54.28	100.0	72.78	17.57	4	1
G3_D2_1690	82.11	100.0	89.64	7.9	5	0
G3_D2_1693	77.84	100.0	87.03	8.32	5	0
G3_D2_1692	62.93	100.0	77.87	13.86	0	5
G3_D2_1695	75.22	100.0	86.44	9.52	2	3
G3_D2_0523	53.76	100.0	72.67	17.65	0	5
G3_D2_1698	67.96	100.0	81.7	12.73	3	2
G3_D2_0522	39.18	100.0	62.87	23.64	5	0
G3_D2_1699	81.67	100.0	90.66	6.47	0	5
G3_D2_1696	78.38	100.0	88.41	7.91	3	2
G3_D2_1697	72.93	100.0	83.96	10.12	5	0
G3_D1_0690	73.82	100.0	86.14	9.33	4	1
G3_D1_0692	76.22	100.0	87.42	9.1	5	0
G3_D1_0693	84.5	100.0	93.11	5.88	5	0
G3_D2_0529	55.65	100.0	79.07	17.14	3	2
G3_D2_0528	39.51	100.0	67.97	22.92	0	5
G3_D2_0527	48.3	100.0	68.76	20.15	0	5
G3_D1_0688	80.07	100.0	88.18	7.54	5	0
G3_D2_0932	71.43	100.0	87.47	9.88	5	0
G3_D1_0687	70.76	100.0	86.88	10.53	5	0
G3_D2_0933	55.55	100.0	79.63	13.37	5	0
G3_D1_0689	92.41	100.0	96.44	2.52	5	0
G3_D1_0684	78.52	100.0	88.44	8.24	0	5
G3_D1_0686	90.43	100.0	95.04	3.43	5	0
G3_D1_0685	64.96	100.0	78.02	13.34	5	0
G3_D2_0936	83.59	100.0	90.65	6.48	5	0
G3_D2_0937	79.61	100.0	90.58	7.09	5	0
G3_D2_0934	83.8	100.0	91.34	6.11	5	0
G3_D2_0935	90.47	100.0	95.4	3.58	5	0
G3_D2_0537	61.81	100.0	79.0	13.5	5	0
G3_D2_0536	33.89	100.0	58.4	25.27	0	5
G3_D2_0531	50.6	100.0	76.19	17.71	5	0
G3_D2_0530	50.12	100.0	71.8	19.7	5	0
G3_D1_0681	90.14	100.0	96.1	3.96	5	0
G3_D1_0682	87.94	100.0	94.02	4.0	4	1
G3_D1_0680	88.94	100.0	95.2	3.91	5	0
G3_D2_0539	66.66	100.0	79.3	13.3	5	0
G3_D1_0678	92.11	100.0	95.68	2.96	5	0
G3_D1_0675	64.91	100.0	80.91	12.48	5	0
G3_D1_0673	54.44	100.0	71.99	17.43	5	0
G3_D1_0672	93.53	100.0	96.91	2.16	5	0
G3_D2_0540	76.27	100.0	86.95	8.5	5	0
G3_D2_1639	62.81	100.0	78.0	12.6	4	1
G3_D2_0150	83.84	100.0	92.65	5.84	5	0
G3_D2_1638	77.85	100.0	89.4	8.62	5	0
G3_D2_0151	88.31	100.0	93.81	4.5	5	0
G3_D2_0152	84.67	100.0	93.08	5.12	4	1
G3_D2_1200	84.26	100.0	91.87	5.91	5	0
G3_D2_0153	68.46	100.0	83.68	10.6	5	0
G3_D2_0154	82.24	100.0	91.95	6.51	5	0
G3_D1_0671	82.22	100.0	89.51	7.38	0	5
G3_D2_0155	83.05	100.0	90.93	5.63	5	0
G3_D1_0670	94.02	100.0	96.81	2.25	5	0
G3_D2_1633	76.72	100.0	86.31	8.57	4	1
G3_D2_1632	80.09	100.0	89.94	6.96	5	0
G3_D2_1631	76.73	100.0	87.42	8.62	5	0
G3_D2_1630	74.23	100.0	89.03	9.69	5	0
G3_D2_1637	63.72	100.0	78.26	13.48	0	5
G3_D2_1636	90.0	100.0	93.79	4.05	5	0
G3_D2_1635	42.98	100.0	63.06	20.0	5	0
G3_D2_1634	88.48	100.0	94.04	4.21	5	0
G3_D1_0669	90.69	100.0	95.68	3.21	5	0
G3_D2_1640	89.53	100.0	93.37	4.28	5	0
G3_D2_0146	67.87	100.0	81.93	11.32	5	0
G3_D1_0661	90.5	100.0	95.02	3.38	5	0
G3_D2_0145	87.43	100.0	93.65	4.57	5	0
G3_D1_0662	83.44	100.0	90.71	5.83	5	0
G3_D2_0148	58.26	100.0	73.32	15.38	5	0
G3_D1_0663	60.94	100.0	80.5	14.17	5	0
G3_D2_0147	86.47	100.0	93.32	4.95	5	0
G3_D1_0664	64.8	100.0	79.38	13.45	3	2
G3_D1_0665	94.51	100.0	97.88	1.85	5	0
G3_D2_0149	100.0	100.0	100.0	0.0	5	0
G3_D1_0666	80.44	100.0	90.27	6.42	5	0
G3_D1_0667	74.64	100.0	87.77	9.15	5	0
G3_D1_0668	87.7	100.0	94.29	4.2	5	0
G3_D2_0161	68.24	100.0	81.13	11.51	5	0
G3_D2_1649	72.9	100.0	86.48	10.25	5	0
G3_D2_0162	67.79	100.0	82.84	11.87	0	5
G3_D2_0160	87.4	100.0	94.14	4.47	5	0
G3_D2_0165	67.94	100.0	83.56	11.2	5	0
G3_D2_0166	76.11	100.0	90.27	8.91	5	0
G3_D2_0163	94.65	100.0	97.3	1.88	5	0
G3_D2_1210	91.34	100.0	95.2	3.09	5	0
G3_D2_1642	75.94	100.0	87.17	8.17	5	0
G3_D2_1641	91.24	100.0	96.2	2.87	5	0
G3_D2_1643	91.97	100.0	96.08	2.92	5	0
G3_D2_1646	83.92	100.0	91.8	5.55	5	0
G3_D2_1645	81.38	100.0	90.15	6.97	5	0
G3_D2_1648	72.47	100.0	84.56	9.5	4	1
G3_D2_1647	67.58	100.0	86.66	11.05	3	2
G3_D2_1209	73.99	100.0	85.72	9.18	5	0
G3_D2_1650	54.19	100.0	71.75	17.18	0	5
G3_D2_1651	96.43	100.0	97.91	1.62	5	0
G3_D2_0159	86.63	100.0	92.72	4.91	5	0
G3_D1_0652	87.81	100.0	94.06	4.01	5	0
G3_D2_1201	55.44	100.0	74.68	15.25	5	0
G3_D2_0158	76.94	100.0	85.7	10.02	5	0
G3_D2_1202	77.69	100.0	87.43	8.7	5	0
G3_D2_0157	32.94	100.0	60.6	24.53	4	1
G3_D1_0650	81.95	100.0	90.34	6.32	5	0
G3_D2_1203	89.6	100.0	93.83	3.9	5	0
G3_D2_0156	55.49	100.0	76.05	16.5	3	2
G3_D1_0651	79.29	100.0	88.86	7.63	1	4
G3_D2_1204	84.29	100.0	91.77	5.66	1	4
G3_D2_1205	65.06	100.0	82.09	12.39	4	1
G3_D2_1206	83.76	100.0	91.19	6.1	5	0
G3_D2_1207	81.69	100.0	90.17	6.5	0	5
G3_D2_1208	79.78	100.0	90.83	7.74	5	0
G3_D2_0174	78.05	100.0	87.5	7.68	1	4
G3_D2_1222	77.27	100.0	89.39	9.93	3	2
G3_D2_0175	80.61	100.0	89.17	6.95	5	0
G3_D2_1221	90.71	100.0	95.31	3.32	5	0
G3_D2_0176	92.43	100.0	96.32	2.75	5	0
G3_D2_0177	33.06	100.0	66.43	25.88	5	0
G3_D2_0170	77.0	100.0	87.44	7.62	3	2
G3_D2_0171	80.24	100.0	88.82	6.91	5	0
G3_D2_0172	74.6	100.0	87.01	8.78	5	0
G3_D2_0173	72.54	100.0	85.63	9.43	5	0
G3_D2_1659	77.22	100.0	89.34	8.31	5	0
G3_D2_1658	62.27	100.0	80.53	13.26	4	1
G3_D2_1657	83.65	100.0	91.92	5.9	5	0
G3_D2_1656	70.16	100.0	82.48	10.97	5	0
G3_D2_1654	88.46	100.0	95.56	4.24	5	0
G3_D2_1653	79.17	100.0	89.79	7.8	0	5
G3_D2_1652	59.43	100.0	77.46	15.18	5	0
G3_D2_1661	81.16	100.0	89.81	6.93	5	0
G3_D2_1662	78.9	100.0	88.37	7.78	0	5
G3_D2_1660	80.19	100.0	88.35	7.81	5	0
G3_D1_0648	75.97	100.0	86.26	8.87	3	2
G3_D1_0649	82.7	100.0	90.35	5.77	5	0
G3_D1_0643	46.29	100.0	69.91	18.09	0	5
G3_D2_1218	72.99	100.0	85.61	9.9	3	2
G3_D2_1219	78.57	100.0	87.89	8.15	0	5
G3_D2_1216	84.89	100.0	93.46	5.55	5	0
G3_D2_1217	91.29	100.0	96.15	2.77	5	0
G3_D2_0168	92.7	100.0	96.9	2.35	5	0
G3_D2_1214	77.44	100.0	89.37	8.92	4	1
G3_D2_0167	87.73	100.0	94.03	4.42	5	0
G3_D2_1215	86.59	100.0	93.85	4.88	5	0
G3_D2_1212	80.82	100.0	89.74	7.14	5	0
G3_D2_0169	94.24	100.0	97.58	2.24	5	0
G3_D1_0642	20.28	100.0	60.72	29.67	4	1
G3_D2_1213	82.96	100.0	93.18	6.82	5	0
G3_D2_1231	86.84	100.0	93.26	4.92	5	0
G3_D2_0185	75.21	100.0	87.4	8.85	0	5
G3_D2_1232	70.41	100.0	83.97	10.56	0	5
G3_D2_0183	45.39	100.0	68.34	21.26	0	5
G3_D2_0184	72.86	100.0	90.51	11.68	5	0
G3_D2_0181	78.69	100.0	89.12	8.7	5	0
G3_D2_0180	82.66	100.0	90.18	5.89	0	5
G3_D2_1669	69.24	100.0	80.68	12.6	5	0
G3_D2_1664	87.06	100.0	94.0	4.62	5	0
G3_D2_1663	51.07	100.0	75.7	17.77	3	2
G3_D2_1665	74.7	100.0	87.42	9.07	5	0
G3_D2_1670	81.42	100.0	90.71	6.18	5	0
G3_D2_1671	41.53	100.0	67.33	20.11	0	5
G3_D2_1672	69.19	100.0	80.99	11.97	0	5
G3_D2_1673	80.59	100.0	90.27	7.27	5	0
G3_D1_0638	85.78	100.0	92.49	5.45	5	0
G3_D2_2716	67.54	100.0	81.46	11.98	4	1
G3_D2_2719	70.37	100.0	83.44	11.12	4	1
G3_D1_0636	61.42	100.0	77.66	13.77	0	5
G3_D1_0637	61.98	100.0	75.41	15.59	0	5
G3_D2_2713	86.59	100.0	92.7	4.65	5	0
G3_D2_1228	69.92	100.0	82.05	11.12	0	5
G3_D2_2715	63.4	100.0	76.87	14.26	5	0
G3_D2_1229	91.83	100.0	95.85	2.71	5	0
G3_D1_0630	91.12	100.0	95.75	3.06	5	0
G3_D2_1223	93.08	100.0	96.37	2.52	5	0
G3_D2_1224	88.52	100.0	94.52	4.45	5	0
G3_D2_0179	57.35	100.0	80.35	16.57	5	0
G3_D2_0178	67.64	100.0	81.36	11.72	4	1
G3_D1_2291	41.25	100.0	66.38	24.37	0	5
G3_D2_0576	78.34	100.0	87.91	7.26	5	0
G3_D2_0574	67.33	100.0	83.43	12.26	1	4
G3_D2_0575	77.94	100.0	86.13	8.4	0	5
G3_D2_0578	85.27	100.0	91.26	5.63	5	0
G3_D2_0579	61.94	100.0	79.84	12.78	4	1
G3_D2_2799	73.09	100.0	83.68	10.64	5	0
G3_D2_1621	81.7	100.0	91.2	6.64	5	0
G3_D2_2798	74.43	100.0	86.52	9.15	4	1
G3_D2_1622	88.22	100.0	93.99	4.24	1	4
G3_D2_2797	69.67	100.0	81.6	11.95	0	5
G3_D2_1620	71.32	100.0	83.74	9.49	3	2
G3_D2_1625	88.33	100.0	93.0	4.91	5	0
G3_D2_2390	62.86	100.0	78.93	15.28	5	0
G3_D2_1626	46.25	100.0	72.58	22.07	3	2
G3_D2_1623	82.5	100.0	91.22	6.71	3	2
G3_D2_1624	70.38	100.0	85.08	10.63	3	2
G3_D2_2395	76.36	100.0	86.65	9.54	5	0
G3_D2_1629	86.91	100.0	94.09	4.82	5	0
G3_D2_0580	74.91	100.0	86.28	9.43	5	0
G3_D2_2394	66.81	100.0	78.43	13.19	5	0
G3_D2_2393	46.57	100.0	73.03	18.56	0	5
G3_D2_1627	82.02	100.0	90.46	6.6	5	0
G3_D2_2392	68.06	100.0	80.54	11.19	4	1
G3_D2_1628	92.78	100.0	96.73	2.39	2	3
G3_D2_2399	72.58	100.0	82.32	10.59	5	0
G3_D2_0584	69.31	100.0	82.57	10.98	5	0
G3_D2_2398	54.04	100.0	69.92	18.27	4	1
G3_D2_0583	94.93	100.0	96.9	2.03	5	0
G3_D2_2397	51.13	100.0	69.07	17.46	0	5
G3_D2_0582	81.12	100.0	90.25	6.9	5	0
G3_D2_0581	77.01	100.0	88.66	7.86	5	0
G3_D2_0563	90.42	100.0	95.07	3.71	5	0
G3_D2_0564	86.31	100.0	92.74	4.65	5	0
G3_D2_0565	89.22	100.0	94.63	3.79	5	0
G3_D2_0566	71.48	100.0	83.12	10.92	0	5
G3_D2_0567	77.06	100.0	86.38	8.74	5	0
G3_D2_0568	70.63	100.0	84.12	10.78	5	0
G3_D2_0569	79.39	100.0	89.31	7.45	5	0
G3_D1_2285	53.51	100.0	72.8	18.15	0	5
G3_D2_2793	68.57	100.0	80.53	12.57	5	0
G3_D2_2794	76.49	100.0	87.88	7.95	5	0
G3_D1_2284	46.1	100.0	68.99	19.7	0	5
G3_D2_2795	77.74	100.0	87.53	8.56	0	5
G3_D2_2785	59.64	100.0	77.37	14.81	5	0
G3_D2_1610	67.32	100.0	81.24	12.47	5	0
G3_D2_1611	61.49	100.0	77.27	14.64	5	0
G3_D2_1612	60.46	100.0	76.79	14.21	5	0
G3_D2_1613	82.72	100.0	89.92	6.4	5	0
G3_D2_1614	79.24	100.0	88.22	7.19	5	0
G3_D2_1615	60.87	100.0	78.03	15.21	0	5
G3_D2_1616	67.39	100.0	82.99	11.95	5	0
G3_D2_1617	54.55	100.0	77.19	16.47	5	0
G3_D2_1619	65.55	100.0	79.25	13.12	5	0
G3_D2_0571	70.54	100.0	81.83	10.95	5	0
G3_D2_0570	84.89	100.0	90.9	5.58	4	1
G3_D2_0573	72.62	100.0	84.45	10.7	5	0
G3_D2_0572	73.0	100.0	84.01	10.28	5	0
G3_D2_0558	78.06	100.0	91.12	7.91	0	5
G3_D2_0559	91.17	100.0	96.16	3.41	5	0
G3_D2_0556	51.91	100.0	71.19	17.56	1	4
G3_D2_0557	44.36	100.0	64.03	19.41	5	0
G3_D2_2369	79.76	100.0	89.24	7.29	5	0
G3_D2_0554	65.58	100.0	83.02	12.31	5	0
G3_D2_0555	86.67	100.0	92.46	5.07	5	0
G3_D2_0552	85.6	100.0	93.78	5.22	5	0
G3_D2_0553	60.76	100.0	78.25	14.42	5	0
G3_D1_2270	20.62	100.0	64.49	30.14	5	0
G3_D2_2780	17.27	100.0	45.12	28.53	0	5
G3_D2_1604	78.57	100.0	87.86	7.96	0	5
G3_D2_1602	75.61	100.0	84.59	9.52	0	5
G3_D1_2268	36.07	100.0	67.75	24.29	5	0
G3_D2_1600	68.81	100.0	85.48	11.49	4	1
G3_D2_0562	89.95	100.0	95.66	3.8	5	0
G3_D2_2376	33.93	100.0	73.61	19.65	5	0
G3_D2_0561	63.45	100.0	81.29	13.73	0	5
G3_D2_2375	83.61	100.0	90.98	5.77	0	5
G3_D2_1609	83.61	100.0	92.0	5.92	5	0
G3_D2_0560	57.54	100.0	78.96	15.33	4	1
G3_D2_2374	82.21	100.0	89.96	6.05	5	0
G3_D2_2373	42.4	100.0	66.0	21.39	2	3
G3_D2_1607	77.55	100.0	87.45	8.12	3	2
G3_D2_2372	64.09	100.0	78.25	13.37	4	1
G3_D2_1608	52.4	100.0	74.1	16.91	4	1
G3_D2_2371	77.69	100.0	86.8	8.63	2	3
G3_D2_1605	67.26	100.0	79.72	12.72	5	0
G3_D2_2370	64.85	100.0	79.52	12.13	5	0
G3_D2_1606	55.62	100.0	77.25	15.07	5	0
G3_D2_0545	83.98	100.0	89.67	6.21	5	0
G3_D2_0546	79.68	100.0	92.44	8.26	5	0
G3_D2_0547	80.29	100.0	89.31	7.49	5	0
G3_D2_0548	85.6	100.0	91.83	5.24	5	0
G3_D2_0541	56.47	100.0	78.58	15.28	5	0
G3_D2_2379	24.45	100.0	58.86	32.83	0	5
G3_D2_0542	86.53	100.0	93.28	4.65	5	0
G3_D2_0543	78.4	100.0	87.3	8.3	5	0
G3_D2_0544	64.2	100.0	79.58	12.73	0	5
G3_D2_2770	46.49	100.0	67.9	21.31	0	5
G3_D2_2771	76.97	100.0	85.89	8.98	5	0
G3_D2_0549	87.98	100.0	93.37	4.47	5	0
G3_D2_2380	52.47	100.0	71.54	18.59	0	5
G3_D2_2764	32.7	100.0	67.56	24.87	0	5
G3_D2_2766	57.51	100.0	83.43	17.25	0	5
G3_D2_2765	37.14	100.0	73.92	24.88	0	5
G3_D2_2388	31.2	100.0	60.54	27.03	5	0
G3_D2_0551	67.88	100.0	85.4	11.01	5	0
G3_D2_2387	85.57	100.0	92.46	5.08	0	5
G3_D2_0550	71.43	100.0	84.82	10.99	5	0
G3_D2_2382	76.57	100.0	85.92	9.04	5	0
