G1_D1_0004|G4_D1_2775, G1_D1_0004|G4_D1_2592, 74.44
G2_D6_0615|G2_D8_1646, G2_D6_0615|G2_D6_0615, 100.00
G2_D6_0616|G2_D8_1647, G2_D6_0616|G2_D6_0616, 100.00
G2_D6_0617|G2_D8_1648, G2_D6_0617|G2_D6_0617, 100.00
G2_D6_0618|G2_D8_1649, G2_D6_0618|G2_D6_0618, 100.00
G2_D6_0619|G2_D8_1650, G2_D6_0619|G2_D6_0619, 100.00
G2_D6_0620|G2_D8_1651, G2_D6_0620|G2_D6_0620, 100.00
G2_D6_0621|G2_D8_1652, G2_D6_0621|G2_D6_0621, 100.00
G2_D6_0622|G2_D8_1653, G2_D6_0622|G2_D6_0622, 100.00
G2_D6_0623|G2_D8_1654, G2_D6_0623|G2_D6_0623, 100.00
G2_D6_0624|G2_D8_1655, G2_D6_0624|G2_D6_0624, 100.00
G2_D6_0625|G2_D8_1656, G2_D6_0625|G2_D6_0625, 100.00
G2_D6_0626|G2_D8_1657, G2_D6_0626|G2_D6_0626, 100.00
G2_D6_0628|G1_D3_1150, G2_D6_0628|G1_D3_1127, 8.22
G2_D6_0640|G2_D7_1117, G2_D6_0640|G2_D2_159, 100.00
G2_D6_0641|G2_D7_1116, G2_D6_0641|G2_D2_158, 100.00
G2_D6_0647|G1_D1_4308, G2_D6_0647|G1_D1_4295, 42.74
G2_D6_0649|G2_D8_2659, G2_D6_0649|G2_D6_0649, 100.00
G2_D6_0650|G3_D1_0098, G2_D6_0650|G3_D1_0374, 14.05
G2_D6_0651|G2_D8_2057, G2_D6_0651|G2_D2_260, 100.00
G2_D6_0652|G2_D8_0185, G2_D6_0652|G2_D2_259, 100.00
G2_D6_0653|G1_D3_0467, G2_D6_0653|G1_D3_0807, 10.60
G2_D6_0654|G2_D2_257, G2_D6_0654|G2_D6_0654, 100.00
G2_D6_0657|G2_D6_0657, G2_D6_0657|G2_D6_1035, 100.00
G2_D6_0669|G1_D1_4302, G2_D6_0669|G1_D1_0007, 30.85
G2_D6_0670|G1_D3_0467, G2_D6_0670|G1_D3_0807, 10.60
G2_D6_0671|G1_D1_4302, G2_D6_0671|G1_D1_0007, 37.92
G2_D6_0675|G1_D3_0051, G2_D6_0675|G1_D2_2626, 44.84
G2_D6_0684|G1_D3_0051, G2_D6_0684|G1_D2_2626, 42.06
G2_D6_0694|G4_D1_0829, G2_D6_0694|G4_D1_3200, 18.46
G2_D6_0700|G1_D1_0135, G2_D6_0700|G1_D2_2687, 13.96
G2_D6_0704|G1_D3_1150, G2_D6_0704|G1_D3_1127, 9.17
G2_D6_0706|G2_D8_2628, G2_D6_0706|G2_D7_0972, 100.00
G2_D6_0707|G2_D8_2629, G2_D6_0707|G2_D7_0973, 100.00
G2_D6_0708|G2_D8_2630, G2_D6_0708|G2_D7_0974, 100.00
G2_D6_0709|G2_D8_2631, G2_D6_0709|G2_D7_0975, 100.00
G2_D6_0712|G4_D2_2245, G2_D6_0712|G4_D2_0116, 35.66
G2_D6_0713|G2_D8_2617, G2_D6_0713|G2_D6_0713, 100.00
G2_D6_0718|G2_D6_0718, G2_D6_0718|G2_D6_0073, 100.00
G2_D6_0720|G3_D2_1960, G2_D6_0720|G3_D2_0810, 4.36
G2_D6_0725|G2_D6_0725, G2_D6_0725|G2_D2_116, 100.00
G2_D6_0726|G2_D6_0726, G2_D6_0726|G2_D2_115, 100.00
G2_D6_0727|G2_D6_0727, G2_D6_0727|G2_D2_114, 100.00
G2_D6_0732|G3_D2_1425, G2_D6_0732|G3_D2_1439, 5.74
G2_D6_0746|G4_D1_3289, G2_D6_0746|G4_D1_2241, 7.80
G2_D6_0751|G2_D3_062, G2_D6_0751|G2_D4_248, 100.00
G2_D6_0752|G2_D3_062, G2_D6_0752|G2_D4_248, 100.00
G2_D6_0756|G2_D7_0810, G2_D6_0756|G2_D6_0756, 100.00
G2_D6_0763|G1_D1_2005, G2_D6_0763|G1_D1_1904, 42.59
G2_D6_0764|G3_D2_2548, G2_D6_0764|G3_D1_0373, 13.83
G2_D6_0767|G1_D2_0260, G2_D6_0767|G1_D1_0949, 93.02
G2_D6_0771|G1_D2_1230, G2_D6_0771|G1_D1_2473, 31.62
G2_D6_0838|G5_D4_673, G2_D6_0838|G5_D2_1173, 88.72
G2_D6_0869|G4_D1_1279, G2_D6_0869|G4_D1_0889, 21.77
G2_D6_0876|G3_D1_1080, G2_D6_0876|G3_D1_1875, 23.62
G2_D6_0901|G4_D1_1226, G2_D6_0901|G4_D2_1675, 11.24
G2_D6_0908|G4_D2_1026, G2_D6_0908|G4_D2_0033, 33.13
G2_D6_0939|G1_D2_2881, G2_D6_0939|G1_D1_1737, 25.78
G2_D6_0980|G3_D2_2513, G2_D6_0980|G3_D1_2259, 25.00
G2_D6_1035|G2_D6_0657, G2_D6_1035|G2_D6_1035, 100.00
G2_D6_1040|G2_D6_0657, G2_D6_1040|G2_D6_1035, 100.00
G2_D6_1042|G4_D2_1275, G2_D6_1042|G4_D2_0970, 11.20
G2_D6_1068|G1_D2_1601, G2_D6_1068|G1_D2_2128, 19.49
G2_D6_1108|G1_D1_1460, G2_D6_1108|G1_D2_1180, 31.53
G2_D6_1109|G2_D6_0657, G2_D6_1109|G2_D6_1035, 100.00
G2_D7_0076|G1_D2_0818, G2_D7_0076|G1_D2_2500, 53.34
G2_D7_0167|G2_D6_0657, G2_D7_0167|G2_D6_1035, 100.00
G2_D7_0186|G1_D1_0890, G2_D7_0186|G1_D3_0970, 30.65
G2_D7_0193|G2_D8_2659, G2_D7_0193|G2_D6_0649, 100.00
G2_D7_0197|G2_D3_062, G2_D7_0197|G2_D4_248, 100.00
G2_D7_0203|G1_D1_3856, G2_D7_0203|G1_D3_0358, 21.94
G2_D7_0252|G1_D1_0802, G2_D7_0252|G1_D1_0802, 4.20
G2_D7_0253|G3_D1_2211, G2_D7_0253|G3_D2_3083, 8.13
G2_D7_0281|G4_D1_3329, G2_D7_0281|G4_D2_1677, 87.50
G2_D7_0319|G1_D2_2234, G2_D7_0319|G1_D2_1661, 7.55
G2_D7_0331|G4_D2_1839, G2_D7_0331|G4_D1_2304, 29.97
G2_D7_0361|G4_D1_1792, G2_D7_0361|G4_D1_1349, 13.26
G2_D7_0379|G1_D1_0135, G2_D7_0379|G1_D2_2687, 13.96
G2_D7_0405|G1_D1_3097, G2_D7_0405|G1_D1_3479, 4.19
G2_D7_0409|G2_D7_1675, G2_D7_0409|G2_D7_0743, 100.00
G2_D7_0439|G3_D1_0639, G2_D7_0439|G3_D1_1516, 38.59
G2_D7_0499|G1_D2_0117, G2_D7_0499|G1_D3_0370, 21.45
G2_D7_0639|G5_D4_566, G2_D7_0639|G5_D2_1058, 21.35
G2_D7_0670|G2_D3_062, G2_D7_0670|G2_D4_248, 100.00
G2_D7_0677|G2_D6_0657, G2_D7_0677|G2_D6_1035, 100.00
G2_D7_0685|G5_D4_007, G2_D7_0685|G5_D1_1213, 24.21
G2_D7_0692|G4_D1_2216, G2_D7_0692|G4_D1_2222, 47.21
G2_D7_0743|G2_D7_1675, G2_D7_0743|G2_D7_0743, 100.00
G2_D7_0758|G3_D1_2323, G2_D7_0758|G3_D2_1916, 22.69
G2_D7_0773|G1_D2_0642, G2_D7_0773|G1_D2_1210, 25.00
G2_D7_0802|G2_D7_1117, G2_D7_0802|G2_D2_159, 100.00
G2_D7_0803|G2_D7_1116, G2_D7_0803|G2_D2_158, 100.00
G2_D7_0805|G1_D1_0135, G2_D7_0805|G1_D2_2687, 13.96
G2_D7_0810|G2_D7_0810, G2_D7_0810|G2_D6_0756, 100.00
G2_D7_0842|G1_D2_1894, G2_D7_0842|G1_D3_1073, 71.29
G2_D7_0887|G1_D2_1903, G2_D7_0887|G1_D2_1907, 23.23
G2_D7_0928|G2_D8_2659, G2_D7_0928|G2_D6_0649, 100.00
G2_D7_0944|G3_D1_0364, G2_D7_0944|G3_D1_0439, 97.37
G2_D7_0955|G1_D1_0135, G2_D7_0955|G1_D2_2687, 13.96
G2_D7_0957|G1_D1_4302, G2_D7_0957|G1_D1_0007, 17.96
G2_D7_0959|G2_D2_257, G2_D7_0959|G2_D6_0654, 100.00
G2_D7_0960|G1_D3_0467, G2_D7_0960|G1_D3_0807, 10.60
G2_D7_0961|G2_D8_0185, G2_D7_0961|G2_D2_259, 100.00
G2_D7_0962|G2_D8_2057, G2_D7_0962|G2_D2_260, 100.00
G2_D7_0965|G1_D1_1796, G2_D7_0965|G1_D1_1826, 37.64
G2_D7_0966|G4_D1_0265, G2_D7_0966|G4_D1_0287, 45.46
G2_D7_0972|G2_D8_2628, G2_D7_0972|G2_D7_0972, 100.00
G2_D7_0973|G2_D8_2629, G2_D7_0973|G2_D7_0973, 100.00
G2_D7_0974|G2_D8_2630, G2_D7_0974|G2_D7_0974, 100.00
G2_D7_0975|G2_D8_2631, G2_D7_0975|G2_D7_0975, 100.00
G2_D7_0982|G2_D8_0006, G2_D7_0982|G2_D7_0982, 100.00
G2_D7_0983|G2_D8_0007, G2_D7_0983|G2_D7_0983, 100.00
G2_D7_0985|G1_D1_0107, G2_D7_0985|G1_D1_0193, 9.50
G2_D7_1001|G5_D4_593, G2_D7_1001|G5_D1_2386, 89.92
G2_D7_1008|G1_D1_0706, G2_D7_1008|G1_D1_4308, 71.79
G2_D7_1009|G1_D1_0707, G2_D7_1009|G1_D1_4307, 65.20
G2_D7_1013|G4_D1_0713, G2_D7_1013|G4_D1_1636, 3.66
G2_D7_1021|G3_D1_0364, G2_D7_1021|G3_D1_0439, 98.33
G2_D7_1029|G2_D3_062, G2_D7_1029|G2_D4_248, 100.00
G2_D7_1033|G2_D3_062, G2_D7_1033|G2_D4_248, 100.00
G2_D7_1059|G1_D1_3662, G2_D7_1059|G1_D2_1132, 8.14
G2_D7_1095|G2_D7_1809, G2_D7_1095|G2_D7_1095, 100.00
G2_D7_1102|G2_D6_0657, G2_D7_1102|G2_D6_1035, 100.00
G2_D7_1107|G2_D7_1800, G2_D7_1107|G2_D7_1107, 100.00
G2_D7_1110|G2_D6_0657, G2_D7_1110|G2_D6_1035, 100.00
G2_D7_1116|G2_D7_1116, G2_D7_1116|G2_D2_158, 100.00
G2_D7_1117|G2_D7_1117, G2_D7_1117|G2_D2_159, 100.00
G2_D7_1159|G1_D3_0792, G2_D7_1159|G1_D1_0081, 6.19
G2_D7_1160|G2_D6_0657, G2_D7_1160|G2_D6_1035, 100.00
G2_D7_1167|G2_D8_1143, G2_D7_1167|G2_D7_1167, 100.00
G2_D7_1168|G2_D8_1144, G2_D7_1168|G2_D7_1168, 100.00
G2_D7_1169|G2_D8_1145, G2_D7_1169|G2_D7_1169, 100.00
G2_D7_1172|G1_D1_1844, G2_D7_1172|G1_D1_1814, 7.83
G2_D7_1173|G2_D8_1148, G2_D7_1173|G2_D7_1173, 100.00
G2_D7_1185|G2_D6_0657, G2_D7_1185|G2_D6_1035, 100.00
G2_D7_1226|G1_D1_0548, G2_D7_1226|G1_D2_0225, 6.60
G2_D7_1295|G1_D2_1917, G2_D7_1295|G1_D3_0237, 80.71
G2_D7_1310|G2_D6_0657, G2_D7_1310|G2_D6_1035, 100.00
G2_D7_1354|G1_D1_0929, G2_D7_1354|G1_D1_3453, 8.90
G2_D7_1457|G2_D6_0657, G2_D7_1457|G2_D6_1035, 100.00
G2_D7_1638|G1_D3_0151, G2_D7_1638|G1_D1_2262, 74.91
G2_D7_1675|G2_D7_1675, G2_D7_1675|G2_D7_0743, 100.00
G2_D7_1676|G2_D7_1686, G2_D7_1676|G2_D7_1676, 100.00
G2_D7_1678|G2_D3_062, G2_D7_1678|G2_D4_248, 100.00
G2_D7_1682|G2_D6_0657, G2_D7_1682|G2_D6_1035, 100.00
G2_D7_1686|G2_D7_1686, G2_D7_1686|G2_D7_1676, 100.00
G2_D7_1765|G3_D1_1754, G2_D7_1765|G3_D1_0739, 25.26
G2_D7_1800|G2_D7_1800, G2_D7_1800|G2_D7_1107, 100.00
G2_D7_1804|G3_D1_0093, G2_D7_1804|G3_D2_3174, 8.18
G2_D7_1809|G2_D7_1809, G2_D7_1809|G2_D7_1095, 100.00
G2_D7_1832|G1_D2_2844, G2_D7_1832|G1_D1_2408, 40.88
G2_D7_1840|G1_D1_1848, G2_D7_1840|G1_D1_1818, 57.61
G2_D7_1841|G1_D1_1847, G2_D7_1841|G1_D1_1817, 87.41
G2_D7_1842|G1_D1_1846, G2_D7_1842|G1_D1_1816, 89.52
G2_D7_1843|G1_D1_1845, G2_D7_1843|G1_D1_1815, 55.50
G2_D7_1904|G4_D1_3255, G2_D7_1904|G4_D1_2898, 0.63
G2_D7_1921|G2_D6_0657, G2_D7_1921|G2_D6_1035, 100.00
G2_D7_1970|G3_D2_0425, G2_D7_1970|G3_D1_0656, 1.87
G2_D7_1981|G3_D1_0841, G2_D7_1981|G3_D2_0032, 26.39
G2_D7_2009|G2_D6_0657, G2_D7_2009|G2_D6_1035, 100.00
G2_D7_2026|G1_D2_2234, G2_D7_2026|G1_D2_1661, 27.89
G2_D7_2037|G3_D2_1381, G2_D7_2037|G3_D2_1611, 16.26
G2_D8_0006|G2_D8_0006, G2_D8_0006|G2_D7_0982, 100.00
G2_D8_0007|G2_D8_0007, G2_D8_0007|G2_D7_0983, 100.00
G2_D8_0013|G3_D1_0099, G2_D8_0013|G3_D2_2548, 8.16
G2_D8_0016|G3_D2_1096, G2_D8_0016|G3_D2_2712, 53.70
G2_D8_0017|G3_D2_2708, G2_D8_0017|G3_D2_1921, 8.68
G2_D8_0020|G2_D6_0657, G2_D8_0020|G2_D6_1035, 100.00
G2_D8_0069|G2_D6_0657, G2_D8_0069|G2_D6_1035, 100.00
G2_D8_0165|G1_D1_1826, G2_D8_0165|G1_D1_1796, 4.30
G2_D8_0184|G2_D8_2057, G2_D8_0184|G2_D2_260, 100.00
G2_D8_0185|G2_D8_0185, G2_D8_0185|G2_D2_259, 100.00
G2_D8_0186|G1_D3_0467, G2_D8_0186|G1_D3_0807, 10.60
G2_D8_0187|G2_D2_257, G2_D8_0187|G2_D6_0654, 100.00
G2_D8_0188|G1_D1_4302, G2_D8_0188|G1_D1_0007, 71.00
G2_D8_0191|G1_D1_1826, G2_D8_0191|G1_D1_1796, 5.02
G2_D8_0192|G1_D1_1827, G2_D8_0192|G1_D1_1797, 42.55
G2_D8_0196|G1_D1_1827, G2_D8_0196|G1_D1_1797, 25.29
G2_D8_0197|G3_D2_1447, G2_D8_0197|G3_D1_0099, 7.80
G2_D8_0206|G1_D1_0109, G2_D8_0206|G1_D1_0193, 4.48
G2_D8_0252|G3_D2_2712, G2_D8_0252|G3_D2_3079, 63.04
G2_D8_0253|G2_D6_0657, G2_D8_0253|G2_D6_1035, 100.00
G2_D8_0255|G1_D1_1796, G2_D8_0255|G1_D1_1826, 29.03
G2_D8_0256|G4_D2_0158, G2_D8_0256|G4_D1_1637, 44.31
G2_D8_0257|G2_D6_0657, G2_D8_0257|G2_D6_1035, 100.00
G2_D8_0271|G1_D1_0135, G2_D8_0271|G1_D2_2687, 13.96
G2_D8_0310|G1_D2_0260, G2_D8_0310|G1_D1_0949, 93.02
G2_D8_0312|G1_D1_4089, G2_D8_0312|G1_D1_4076, 97.73
G2_D8_0325|G1_D1_4089, G2_D8_0325|G1_D1_4076, 97.73
G2_D8_0432|G1_D1_0135, G2_D8_0432|G1_D2_2687, 13.96
G2_D8_0433|G3_D1_0092, G2_D8_0433|G3_D2_3173, 24.94
G2_D8_0438|G3_D1_0095, G2_D8_0438|G3_D1_0101, 25.81
G2_D8_0441|G1_D1_1848, G2_D8_0441|G1_D1_1818, 8.70
G2_D8_0445|G3_D1_1530, G2_D8_0445|G3_D1_0935, 35.22
G2_D8_0448|G3_D2_2712, G2_D8_0448|G3_D2_3079, 62.91
G2_D8_0513|G3_D1_2117, G2_D8_0513|G3_D2_2859, 85.00
G2_D8_0672|G1_D1_0457, G2_D8_0672|G1_D2_0963, 67.71
G2_D8_0743|G1_D1_0548, G2_D8_0743|G1_D2_0225, 82.55
G2_D8_0758|G2_D6_0657, G2_D8_0758|G2_D6_1035, 100.00
G2_D8_0898|G2_D6_0657, G2_D8_0898|G2_D6_1035, 100.00
G2_D8_0915|G2_D6_0657, G2_D8_0915|G2_D6_1035, 100.00
G2_D8_1090|G2_D8_1199, G2_D8_1090|G2_D8_1090, 100.00
G2_D8_1143|G2_D8_1143, G2_D8_1143|G2_D7_1167, 100.00
G2_D8_1144|G2_D8_1144, G2_D8_1144|G2_D7_1168, 100.00
G2_D8_1145|G2_D8_1145, G2_D8_1145|G2_D7_1169, 100.00
G2_D8_1148|G2_D8_1148, G2_D8_1148|G2_D7_1173, 100.00
G2_D8_1187|G2_D6_0657, G2_D8_1187|G2_D6_1035, 100.00
G2_D8_1194|G2_D3_062, G2_D8_1194|G2_D4_248, 100.00
G2_D8_1196|G3_D2_2654, G2_D8_1196|G3_D2_2655, 37.04
G2_D8_1197|G3_D2_3176, G2_D8_1197|G3_D1_0095, 42.53
G2_D8_1199|G2_D8_1199, G2_D8_1199|G2_D8_1090, 100.00
G2_D8_1265|G2_D6_0657, G2_D8_1265|G2_D6_1035, 100.00
G2_D8_1278|G1_D1_0109, G2_D8_1278|G1_D1_0193, 4.48
G2_D8_1325|G4_D2_0159, G2_D8_1325|G4_D1_0286, 3.44
G2_D8_1587|G2_D6_0657, G2_D8_1587|G2_D6_1035, 100.00
G2_D8_1634|G2_D8_1634, G2_D8_1634|G2_D6_0597, 100.00
G2_D8_1635|G2_D8_1635, G2_D8_1635|G2_D6_0598, 100.00
G2_D8_1636|G2_D8_1636, G2_D8_1636|G2_D6_0599, 100.00
G2_D8_1637|G1_D3_1127, G2_D8_1637|G1_D3_1150, 45.40
G2_D8_1638|G2_D8_1638, G2_D8_1638|G2_D6_0601, 100.00
G2_D8_1639|G2_D8_1639, G2_D8_1639|G2_D6_0602, 100.00
G2_D8_1640|G2_D8_1640, G2_D8_1640|G2_D5_027, 100.00
G2_D8_1641|G2_D8_1641, G2_D8_1641|G2_D6_0610, 100.00
G2_D8_1642|G2_D8_1642, G2_D8_1642|G2_D6_0611, 100.00
G2_D8_1643|G2_D8_1643, G2_D8_1643|G2_D6_0612, 100.00
G2_D8_1644|G2_D8_1644, G2_D8_1644|G2_D6_0613, 100.00
G2_D8_1645|G2_D8_1645, G2_D8_1645|G2_D6_0614, 100.00
G2_D8_1646|G2_D8_1646, G2_D8_1646|G2_D6_0615, 100.00
G2_D8_1647|G2_D8_1647, G2_D8_1647|G2_D6_0616, 100.00
G2_D8_1648|G2_D8_1648, G2_D8_1648|G2_D6_0617, 100.00
G2_D8_1649|G2_D8_1649, G2_D8_1649|G2_D6_0618, 100.00
G2_D8_1650|G2_D8_1650, G2_D8_1650|G2_D6_0619, 100.00
G2_D8_1651|G2_D8_1651, G2_D8_1651|G2_D6_0620, 100.00
G2_D8_1652|G2_D8_1652, G2_D8_1652|G2_D6_0621, 100.00
G2_D8_1653|G2_D8_1653, G2_D8_1653|G2_D6_0622, 100.00
G2_D8_1654|G2_D8_1654, G2_D8_1654|G2_D6_0623, 100.00
G2_D8_1655|G2_D8_1655, G2_D8_1655|G2_D6_0624, 100.00
G2_D8_1656|G2_D8_1656, G2_D8_1656|G2_D6_0625, 100.00
G2_D8_1657|G2_D8_1657, G2_D8_1657|G2_D6_0626, 100.00
G2_D8_1683|G1_D3_0373, G2_D8_1683|G1_D3_0845, 11.95
G2_D8_1714|G2_D8_2879, G2_D8_1714|G2_D8_1714, 100.00
G2_D8_1764|G5_D2_1482, G2_D8_1764|G5_D2_0117, 39.53
G2_D8_1820|G3_D2_1096, G2_D8_1820|G3_D2_2712, 63.61
G2_D8_1991|G1_D2_0260, G2_D8_1991|G1_D1_0949, 93.02
G2_D8_2010|G1_D1_0109, G2_D8_2010|G1_D1_0193, 4.48
G2_D8_2011|G2_D6_0657, G2_D8_2011|G2_D6_1035, 100.00
G2_D8_2020|G4_D1_1229, G2_D8_2020|G4_D2_0572, 4.35
G2_D8_2045|G2_D3_062, G2_D8_2045|G2_D4_248, 100.00
G2_D8_2049|G4_D2_1806, G2_D8_2049|G4_D1_1700, 3.56
G2_D8_2056|G2_D8_2056, G2_D8_2056|G2_D5_109, 100.00
G2_D8_2057|G2_D8_2057, G2_D8_2057|G2_D2_260, 100.00
G2_D8_2058|G1_D1_3321, G2_D8_2058|G1_D3_1197, 3.04
G2_D8_2062|G3_D2_2596, G2_D8_2062|G3_D1_0704, 4.48
G2_D8_2118|G1_D1_2181, G2_D8_2118|G1_D2_1671, 12.50
G2_D8_2121|G1_D2_0612, G2_D8_2121|G1_D2_0612, 12.34
G2_D8_2123|G4_D1_2319, G2_D8_2123|G4_D1_2319, 2.56
G2_D8_2134|G4_D2_0356, G2_D8_2134|G4_D2_1939, 2.85
G2_D8_2136|G4_D1_2592, G2_D8_2136|G4_D1_3121, 9.24
G2_D8_2162|G3_D2_2677, G2_D8_2162|G3_D2_0095, 10.04
G2_D8_2234|G2_D6_0657, G2_D8_2234|G2_D6_1035, 100.00
G2_D8_2267|G3_D2_3176, G2_D8_2267|G3_D1_0095, 41.38
G2_D8_2290|G4_D2_1768, G2_D8_2290|G4_D2_1406, 93.13
G2_D8_2347|G1_D1_0135, G2_D8_2347|G1_D2_2687, 13.96
G2_D8_2412|G2_D8_2659, G2_D8_2412|G2_D6_0649, 100.00
G2_D8_2447|G2_D6_0657, G2_D8_2447|G2_D6_1035, 100.00
G2_D8_2466|G2_D6_0657, G2_D8_2466|G2_D6_1035, 100.00
G2_D8_2568|G5_D1_2386, G2_D8_2568|G5_D4_593, 97.48
G2_D8_2614|G3_D2_2088, G2_D8_2614|G3_D1_2323, 24.12
G2_D8_2617|G2_D8_2617, G2_D8_2617|G2_D6_0713, 100.00
G2_D8_2619|G1_D1_4302, G2_D8_2619|G1_D1_0007, 29.74
G2_D8_2620|G1_D3_0467, G2_D8_2620|G1_D3_0807, 10.60
G2_D8_2621|G1_D1_4302, G2_D8_2621|G1_D1_0007, 34.20
G2_D8_2623|G2_D6_0657, G2_D8_2623|G2_D6_1035, 100.00
G2_D8_2626|G1_D1_4308, G2_D8_2626|G1_D1_4295, 54.70
G2_D8_2627|G1_D1_0705, G2_D8_2627|G1_D1_4309, 26.66
G2_D8_2628|G2_D8_2628, G2_D8_2628|G2_D7_0972, 100.00
G2_D8_2629|G2_D8_2629, G2_D8_2629|G2_D7_0973, 100.00
G2_D8_2630|G2_D8_2630, G2_D8_2630|G2_D7_0974, 100.00
G2_D8_2631|G2_D8_2631, G2_D8_2631|G2_D7_0975, 100.00
G2_D8_2659|G2_D8_2659, G2_D8_2659|G2_D6_0649, 100.00
G2_D8_2879|G2_D8_2879, G2_D8_2879|G2_D8_1714, 100.00
G2_D8_2881|G2_D6_0657, G2_D8_2881|G2_D6_1035, 100.00
G2_D8_2882|G2_D6_0657, G2_D8_2882|G2_D6_1035, 100.00
G2_D8_2923|G1_D1_2517, G2_D8_2923|G1_D1_0306, 45.65
G2_D8_2924|G1_D1_2518, G2_D8_2924|G1_D1_0305, 79.81
G2_D8_2983|G4_D2_0359, G2_D8_2983|G4_D2_1936, 3.64
G2_D8_3002|G1_D2_2204, G2_D8_3002|G1_D2_2204, 13.88
G2_D8_3143|G4_D2_1894, G2_D8_3143|G4_D1_3016, 10.33
G2_D8_3212|G1_D1_0109, G2_D8_3212|G1_D1_0193, 4.48
G2_D8_3215|G3_D2_0810, G2_D8_3215|G3_D2_1960, 27.10
G2_D8_3216|G1_D3_1118, G2_D8_3216|G1_D1_4091, 6.85
G2_D8_3261|G1_D1_4341, G2_D8_3261|G1_D2_0146, 6.67
G2_D8_3264|G1_D1_4296, G2_D8_3264|G1_D1_4307, 38.40
G2_D8_3265|G1_D1_2695, G2_D8_3265|G1_D1_0706, 41.18
G2_D8_3276|G5_D3_161, G2_D8_3276|G5_D1_3003, 2.61
G2_D8_3277|G1_D1_2914, G2_D8_3277|G1_D1_2853, 7.86
G2_D8_3284|G3_D1_0092, G2_D8_3284|G3_D2_3173, 2.59
G3_D1_0079|G2_D4_174, G3_D1_0079|G2_D6_0615, 81.54
G3_D1_0084|G4_D1_0265, G3_D1_0084|G4_D1_0712, 35.63
G3_D1_0092|G3_D2_3173, G3_D1_0092|G3_D1_0092, 100.00
G3_D1_0095|G3_D2_3176, G3_D1_0095|G3_D1_0095, 100.00
G3_D1_0096|G3_D2_3177, G3_D1_0096|G3_D1_0096, 100.00
G3_D1_0098|G3_D2_2709, G3_D1_0098|G3_D1_0374, 100.00
G3_D1_0099|G1_D2_2842, G3_D1_0099|G1_D1_0868, 25.00
G3_D1_0105|G1_D2_0399, G3_D1_0105|G1_D2_1752, 42.85
G3_D1_0123|G2_D7_1810, G3_D1_0123|G2_D7_1094, 21.39
G3_D1_0124|G1_D1_4202, G3_D1_0124|G1_D1_3808, 7.53
G3_D1_0125|G5_D1_3004, G3_D1_0125|G5_D3_160, 88.26
G3_D1_0127|G5_D3_162, G3_D1_0127|G5_D1_3002, 88.75
G3_D1_0129|G5_D3_164, G3_D1_0129|G5_D1_3000, 88.86
G3_D1_0130|G2_D7_0820, G3_D1_0130|G2_D7_0766, 11.55
G3_D1_0133|G1_D1_0031, G3_D1_0133|G1_D1_1418, 36.00
G3_D1_0140|G5_D3_175, G3_D1_0140|G5_D1_2988, 88.34
G3_D1_0147|G1_D2_0556, G3_D1_0147|G1_D1_0384, 30.87
G3_D1_0161|G4_D2_1602, G3_D1_0161|G4_D1_1919, 22.28
G3_D1_0197|G2_D8_1331, G3_D1_0197|G2_D6_0743, 12.36
G3_D1_0250|G5_D4_075, G3_D1_0250|G5_D1_1290, 36.84
G3_D1_0268|G5_D3_162, G3_D1_0268|G5_D1_3002, 34.36
G3_D1_0271|G2_D7_1800, G3_D1_0271|G2_D7_1107, 19.91
G3_D1_0278|G5_D4_266, G3_D1_0278|G5_D1_1795, 56.40
G3_D1_0295|G5_D2_2006, G3_D1_0295|G5_D1_0464, 31.43
G3_D1_0360|G3_D1_0937, G3_D1_0360|G3_D1_0360, 100.00
G3_D1_0361|G3_D1_0741, G3_D1_0361|G3_D2_0915, 100.00
G3_D1_0362|G4_D2_0158, G3_D1_0362|G4_D1_1637, 38.64
G3_D1_0364|G3_D2_3079, G3_D1_0364|G3_D1_0439, 100.00
G3_D1_0373|G1_D2_2842, G3_D1_0373|G1_D1_0868, 25.00
G3_D1_0374|G3_D2_2709, G3_D1_0374|G3_D1_0374, 100.00
G3_D1_0387|G1_D3_0077, G3_D1_0387|G1_D1_2250, 1.91
G3_D1_0420|G1_D1_1084, G3_D1_0420|G1_D1_3682, 4.09
G3_D1_0439|G3_D2_3079, G3_D1_0439|G3_D1_0439, 100.00
G3_D1_0443|G3_D1_0937, G3_D1_0443|G3_D1_0360, 100.00
G3_D1_0444|G3_D1_0741, G3_D1_0444|G3_D2_0915, 100.00
G3_D1_0473|G1_D2_0117, G3_D1_0473|G1_D3_0370, 22.14
G3_D1_0508|G1_D2_0075, G3_D1_0508|G1_D3_0876, 26.34
G3_D1_0583|G3_D1_0741, G3_D1_0583|G3_D2_0915, 100.00
G3_D1_0584|G3_D1_0937, G3_D1_0584|G3_D1_0360, 100.00
G3_D1_0588|G1_D1_0683, G3_D1_0588|G1_D1_2005, 9.56
G3_D1_0654|G1_D2_1413, G3_D1_0654|G1_D3_0371, 5.24
G3_D1_0655|G4_D2_1905, G3_D1_0655|G4_D2_0890, 4.31
G3_D1_0741|G3_D1_0741, G3_D1_0741|G3_D2_0915, 100.00
G3_D1_0742|G3_D1_0937, G3_D1_0742|G3_D1_0360, 100.00
G3_D1_0746|G1_D1_4089, G3_D1_0746|G1_D1_4076, 4.55
